0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.003952569169960474
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.003952569169960474
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.003952569169960474
1.0534025, -0.7072418, -0.89939976, -1.6254716, 3.1892045, -2.6211016, 3.4743788, -2.879397, -0.73672867, 0.41844803, 0.8445982, -0.8489646, -3.0930192, -1.1283296, 2.284572, 3.0724955, 1.2166772, 0.8984761, -2.1791248, 1.0845342, -4.560707, -3.078048, 0.3447701, 0.36233798, -0.9473116, -0.58293253, -0.6389181, 0.5016148, -1.0219207, 1.5375291, 0.54567826, 2.9198005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.003952569169960474
0.5531078, -3.4745955, 1.7709599, 3.7748024, 1.8921105, 0.09698423, -0.25267306, -0.23292582, -4.094069, 1.8413614, 1.5866399, -0.33994496, -0.37723735, -0.17856771, 1.0444442, -0.95689756, 2.763698, 0.059819683, 0.10932074, -1.884054, -1.7612263, -1.5113224, 0.7642035, -1.7170595, -0.04934982, -0.034265175, 0.61138886, 0.5363918, -1.1340257, 0.72110355, 1.7333542, 0.59681714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.003952569169960474
-0.68174374, -2.3618543, 0.088428594, 0.8370084, 0.043384157, 0.5900722, 0.2856665, -1.7096645, 0.15914607, 2.7240682, -0.28882793, -1.1899006, -0.08427507, -1.7846512, 1.5135815, -1.1931062, -0.33498397, -2.3319807, -1.2183386, -0.7580357, -2.309199, 0.8099981, -1.8135929, -0.24583407, 0.90340114, 0.6920212, 0.4786163, -0.4947354, -0.8190284, -0.5797671, 1.8340776, 0.62602466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0.007905138339920948
-0.005552891, -0.18344036, 0.18384634, 0.13273045, 0.1883904, -0.03950532, 0.01197379, 0.08234964, -0.048196364, 0.15604863, 0.14259079, 0.10867078, -0.28034633, -0.02211449, 0.17137857, -0.07762496, 0.124327704, 0.094237775, -0.10175518, -0.013313053, -0.036718145, 0.0460284, 0.07333711, -0.02034078, -0.09457135, -0.10161793, 0.14755605, -0.029043192, -0.055086117, -0.1443843, 0.06087515, 0.12585172, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0.007905138339920948
0.5970286, -0.3669132, 1.1977326, -0.3117025, 0.6488764, -0.1712885, 0.71791, 0.21566147, -0.5240841, 1.5407186, -0.54436857, 0.65428835, -1.1708395, -0.60540926, 0.2294302, 0.26404026, -0.67696196, -0.18935388, 0.80516493, -0.28669, -0.5283649, 0.09952764, -0.045131877, 1.4906343, -1.0067059, -0.5510517, 0.46179038, 0.20202245, -0.29722488, -0.195725, 0.3708552, 0.9151571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.011857707509881422
0.17687945, -1.965909, 2.7759733, 3.3556678, -0.3042433, -0.7113029, -1.0839922, -0.5708479, -0.3588489, -0.19941252, 0.760523, -1.4300528, -2.451131, -1.971761, -0.008343895, -2.6908426, 3.2219174, -0.06687958, -2.368536, -1.8886291, -3.8573384, 0.20473802, 2.1990476, -5.5562553, 2.0975153, -0.7306921, -0.9269522, 1.2045227, -4.7487044, 1.4667045, 1.2284098, 1.2296546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.011857707509881422
0.5970286, -0.3669132, 1.1977326, -0.3117025, 0.6488764, -0.1712885, 0.71791, 0.21566147, -0.5240841, 1.5407186, -0.54436857, 0.65428835, -1.1708395, -0.60540926, 0.2294302, 0.26404026, -0.67696196, -0.18935388, 0.80516493, -0.28669, -0.5283649, 0.09952764, -0.045131877, 1.4906343, -1.0067059, -0.5510517, 0.46179038, 0.20202245, -0.29722488, -0.195725, 0.3708552, 0.9151571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0.015810276679841896
